	Id	Titulo	Compañia	Lugar	Fecha	Nivel de antigüedad	Tipo de empleo	Función laboral	Sectores	Contenido
10	2280103825	Regional Marketing Manager - Livestock	Boehringer Ingelheim	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 4 horas	 Intermedio	 Jornada completa	 Otro	 Industria farmacéutica	"En Boehringer Ingelheim desarrollamos terapias y soluciones innovadoras para el cuidado de la salud de necesidades médicas no cubiertas, tanto para humanos como para animales. Como empresa familiar, nos centramos en el desarrollo a largo plazo. Creemos que si tenemos personas talentosas y ambiciosas apasionadas por la innovación, no hay límite para lo que podemos lograr; Después de todo, comenzamos con solo 28 personas, y ahora somos 50,000 empleados en todo el mundo, fomentando una cultura diversa, colaborativa e inclusiva.

Misión
Responsable por el armado, seguimiento y comunicación de la estrategia de marketing regional.

Tareas y responsabilidades
* Eventos / seminarios web regionales.
* Congresos Regionales: Stand, publicaciones, activaciones.
* Programa regional de KOLs (Key opinion leaders).
* Aprobación de contenido regional en Veeva Vault / CLM.
* Punto de contacto local con Farmacovigilancia.

Requerimientos
* Profesional en Marketing, Publicidad, Veterinario (deseable).
* Experiencia en marketing.
* Experiencia en el área de salud animal.
* Inglés avanzado.

Por qué BI?
Con nosotros, puedes crecer, colaborar, innovar y mejorar vidas.
Ofrecemos desafíos en un ambiente laboral global, respetuoso y amigable, rodeado de un mundo de mentalidades y prácticas impulsadas por la innovación. Además, el aprendizaje y el desarrollo para nuestro equipo es clave, porque tu crecimiento es nuestro crecimiento.
 "
11	2277250656	R&D Intern	Catalent Pharma Solutions	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 21 horas	 Prácticas	 Media jornada	 Educación Formación	 Biotecnología Industria farmacéutica	"Job Description

Catalent requires a R&D Intern at our Buenos Aires manufacturing facility.

The Role
Participate in preparing reagents and working standards and solutions.
Operate lab equipment according her tasks assigned.
Timely perform, in compliance with techniques, regulatory SOPs and international standards, physicochemical control analytical tasks assigned to him.
Check and archive lab records. Properly document tests performed.
Assist in the drafting of operating procedures and analysis techniques related to the tasks of the sector.
Analyze samples during the stability period of a product and interpret the obtained results.
Report and document the stability test results.

The Candidate
Pharmacy /Chemistry /Engineering student.
Knowledge of technical English to understand specific documents.

Position Benefits
Potential for career
Defined career path and annual performance review & feedback process.
21 days for study
21 days holidays
Canteen
Catalent offers rewarding opportunities to further your career! Join the global drug development and delivery leader and help us bring over 7,000 life-saving and life-enhancing products to patients around the world. Catalent is an exciting and growing international company where employees work directly with pharma, biopharma and consumer health companies of all sizes to advance new medicines from early development to clinical trials and to the market. Catalent produces more than 70 billion doses per year, and each one will be used by someone who is counting on us. Join us in making a difference.

Catalent is committed to the health and safety of its employees, visitors and the customers and patients we serve. As a result of the global pandemic, we have modified many of our recruitment and on-boarding processes to maintain everyone’s safety. The Human Resources teams will communicate all necessary safety processes and procedures throughout each stage.

Catalent. More products. Better treatments. Reliably supplied. ™
Visit www.catalent.com/careers to explore career opportunities.

C atalent is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity. If you require reasonable accommodation for any part of the application or hiring process due to a disability, you may submit your request by sending an email, and confirming your request for an accommodation and include the job number, title and location to DisabilityAccommodations@catalent.com . This option is reserved for individuals who require accommodation due to a disability. Information received will be processed by a U.S. Catalent employee and then routed to a local recruiter who will provide assistance to ensure appropriate consideration in the application or hiring process.

Notice to Agency and Search Firm Representatives: Catalent Pharma Solutions (Catalent) is not accepting unsolicited resumes from agencies and/or search firms for this job posting. Resumes submitted to any Catalent employee by a third party agency and/or search firm without a valid written & signed search agreement, will become the sole property of Catalent. No fee will be paid if a candidate is hired for this position as a result of an unsolicited agency or search firm referral. Thank you."
12	2196863591	Young Generation Talent Community	Sanofi	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 1 semana	 Sin experiencia	 Media jornada	 Recursos humanos Administración Atención al cliente	 Industria farmacéutica Productos químicos Biotecnología	"Sanofi es una compañía líder e innovadora en salud, estructurada en 4 unidades de negocio globales: General Medicines, Specialty Care, Vaccines & Consumer Healthcare. Sanofi descubre, desarrolla y distribuye soluciones terapéuticas centradas en las necesidades de los pacientes en todo el mundo, adoptando nuevas tecnologías transformadoras.

¡Sumáte a nuestra Comunidad de Jóvenes Talentos!

Buenos Aires, Argentina

Si te encontrás cursando los últimos años de tu carrera universitaria y te interesa vivir una experiencia de desarrollo profesional y aprendizaje continuo, te invitamos a formar parte de nuestra Young Generation Talent Community para explorar futuras oportunidades en Sanofi

Qué valoramos para esta posición

Educación: Estudiante de carrera universitaria con el 50% de la carga académica aprobada
Idioma: inglés avanzado
Actitud proactiva, apertura al aprendizaje, trabajo en equipo y manejo de herramientas digitales

¿Cómo es el proceso?

Revisamos tu postulación
Si consideramos que tu área de estudio puede estar en línea con nuestras oportunidades de pasantías, nos pondremos en contacto para conocerte mejor
La siguiente instancia incluye una video-entrevista gradaba y un breve assessment online, para conocer mejor tus habilidades y expectativas
En cuanto contemos con una vacante disponible alineada a tu perfil e intereses, te contactaremos para seguir avanzando en el proceso, que puedas conocer los detalles de la oportunidad y a las personas del equipo
Mientras tanto, seguinos en Linkedin para estar al tanto de todo lo que sucede en Sanofi

Nuestra Propuesta

Entre nosotros representamos a más de 145 nacionalidades diferentes, por lo que te unirás a un equipo diverso que realmente cree en nuestra misión de ayudar a las personas de todo el mundo a vivir vidas más saludables. Como organización, nos movemos y crecemos constantemente y nos aseguramos de que nuestra gente crezca con nosotros. Tendrás la posibilidad de crear tus propias oportunidades y la libertad de hacerlas realidad, incluso de trabajar en diferentes partes del mundo y experimentar nuevas culturas. Nuestro entorno de trabajo flexible nos ayudó a construir un lugar de trabajo dinámico e inclusivo que funciona con confianza y respeto, y que te permite vivir la vida que deseas.

En Sanofi, la diversidad y la inclusión son fundamentales para la forma en que operamos y están integrados en nuestros valores fundamentales. Reconocemos que para aprovechar verdaderamente la riqueza que aporta la diversidad, debemos liderar con inclusión y tener un lugar de trabajo donde esas diferencias puedan prosperar y aprovecharse para potenciar la vida de nuestros colegas, pacientes y clientes. Respetamos y celebramos la diversidad de nuestra gente, sus antecedentes y experiencias, y brindamos igualdad de oportunidades para todos.


At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all."
13	2299988843	Intern Marketing MS - UADE - UCES!	Biogen	Vicente López, Provincia de Buenos Aires, Argentina	Hace 1 mes	 Prácticas	 Jornada completa	 Educación Formación	 Biotecnología Industria farmacéutica Investigación	"Job Description
Adquirir la capacidad de interactuar con diferentes niveles en la organización.
Desarrollar una actitud ética para el ejercicio futuro de la profesión.
Tomar contacto con las contingencias que se presentan en la actividad diaria y los modos de resolución.
Aprender a desarrollar actividades en un equipo de trabajo, si las características de la pasantía y/o la organización lo permiten.
Identificar similitudes y diferencias con otras organizaciones.

Responsabilidades
Sistema Oracle: proceso de facturación, realización de formulario de pago, circuito de aprobación.
Alta de proveedores.
Soporte en logística de eventos nacionales/internacionales.
Soporte de carga en sistemas internos: Foundation Connect, ESE tool, Veeva Vault (materiales promocionales, comunicación con profesionales de la salud)
Comunicación continua con el resto de las áreas (Medical, Finanzas, etc.)

Qualifications
Estudiante universitario, avanzado, de la carrera de Administración de Empresas (excluyente) - UADE o UCES
Nivel de Inglés intermedio (excluyente)
Nivel de Excel avanzado (excluyente)
Nivel de Power Point avanzado (excluyente)
Conocimientos de Oracle (preferente)
Trabajo en equipo
Buenas habilidades de comunicación
Empatía
Colaboración"
14	2283369752	Selector/a	Michael Page	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 1 mes	 Sin experiencia	 Jornada completa	 Otro	 Industria farmacéutica Atención a la salud mental Servicios médicos	"Selector/a
Empresa nacional de Emergencias Medicas
Crecimiento Profesional

About Our Client

Importante compañía de Emergencias Médicas

Job Description

Sourcing de personal de salud - médicos-
Screening telefónico
Coordinación de entrevistas
Solicitud y validación de la documentación del personal de salud
Publicación de vacantes
Contacto con instituciones para generar acuerdos de atracción de talentos
Coordinación de exámenes ambiental
Page Group Argentina is acting as an Employment Agency in relation to this vacancy.

The Successful Applicant

Contar mas de 3 años de experiencia en tareas de reclutamiento, sourcing o tareas a fines
Perfil proactivo
Es necesario contar con experiencia con perfiles médicos
Buena comunicación
Estudiante o Lic. en Recursos humanos / Psicología / Relaciones Laborales o carreras a fines.

What's On Offer

Atractivo paquete salarial

Contact: Cecilia Fagnano
Quote job ref: 19102"
15	2309308953	Pasantia Comercio Exterior (area: Invest. Clinicas)	MSD LATAM	Munro, Provincia de Buenos Aires, Argentina	Hace 3 días	 Sin experiencia	 Media jornada	 Negocios Administración Atención al cliente	 Biotecnología Industria farmacéutica Veterinaria	"Job Description

Nuestra compañía es un líder global en el cuidado de la salud con una diversificada cartera de medicinas de prescripción, vacunas y productos de consumo para la salud, así como productos para la salud animal. Hoy en día, nos encontramos construyendo un nuevo tipo de compañía de salud – que esté listo para ayudar a crear un futuro más sano para todos nosotros.

¡SUMATE AL PROGRAMA DE PASANTÍAS!

Estamos en la búsqueda de Pasantes para el área de Estudios Clínicos

Si estás promediando la carrera de Comercio Exterior, Logistica o relacionadas te damos la oportunidad de desarrollar tu carrera profesional en uno de los laboratorios multinacionales más prestigiosos del mundo.

Si tenés manejo de Ingles avanzado, contás con habilidades para expresar tus ideas, trabajar en equipo, proactividad y capacidad de análisis, te estamos esperando.

Alcance y Responsabilidades

Esta posición tiene un rol significativo asistiendo a la operación clínica del país. La posición requiere la habilidad de desarrollar múltiples tareas de manera proactiva, proveyendo soporte durante las diferentes fases de un estudio clínico.

El alcance incluye, pero no se limita a las actividades listadas debajo. Las mismas podrán ser asignadas dependiendo de los requerimientos y las necesidades de nuestra área de investigaciones clínidas y de la operación del país bajo la supervisión del Director Clínico de Investigación o de quien este designe.
Manejo de documentos en papel / e-Documents – Documentos Esenciales de un estudio clínico (preparación, actualización, recopilación, distribución y archivo)
Asistir en las reconciliaciones de documentos electrónicos (e-Document)
Creación y mantenimiento de diferentes herramientas de seguimiento (por ejemplo logisticos, financieros)
Ingreso de datos en diferentes bases de datos y sistemas relacionados con estudios clínicos, como ser CTMS
Asistir en funciones administrativas de las actividades de Logística y Comercio Exterior SAP, CTMS, TAD, etc.
Revisión de documentación de importación/exportación y seguimiento de licencias,
Distribuciones locales de insumos clínicos,
Manejo de compras locales Seguimiento y control de facturación de los proveedores
Comunicación con equipos de trabajo proveedores del exterior y clientes internos
Otras actividades podrán ser asignadas o podrán sufrir variaciones en función de las necesidades y cambios en los estudios
Aptitudes y calificaciones requeridas
Conocimiento de la industria Entendimiento básico de la industria farmacéutica/Investigación clínica (de ser posible, no excluyente)
Habilidades Computación, manejo de paquete Office
Comportamiento de liderazgo ética e integridad, foco en clientes y otros actores en el negocio, trabajo en equipo
Educación Comercio internacional/ Exterior o equivalente

Requisito Excluyente

Contar con al menos 1 año y medio de cursada pendiente;

Experiencia
No excluyente
Idiomas

Inglés – Nivel avanzado, oral y escrito.

Search Firm Representatives Please Read Carefully
Merck & Co., Inc., Kenilworth, NJ, USA, also known as Merck Sharp & Dohme Corp., Kenilworth, NJ, USA, does not accept unsolicited assistance from search firms for employment opportunities. All CVs / resumes submitted by search firms to any employee at our company without a valid written search agreement in place for this position will be deemed the sole property of our company. No fee will be paid in the event a candidate is hired by our company as a result of an agency referral where no pre-existing agreement is in place. Where agency agreements are in place, introductions are position specific. Please, no phone calls or emails.

Employee Status
Intern/Co-op (Fixed Term)

Relocation
No relocation

VISA Sponsorship

Travel Requirements

Flexible Work Arrangements

Shift

Valid Driving License

Hazardous Material(s)

Number of Openings
1

Requisition ID R83321"
16	2304043627	Clinical Research Associate - Argentina - Homebased	DOCS	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 6 días	 Sin experiencia	 Jornada completa	 Investigación Análisis Tecnología de la información	 Biotecnología Atención sanitaria y hospitalaria Industria farmacéutica	"Description
Participates in site feasibility and/or pre-trial site assessment visits, providing recommendation from local area about site/investigator selection in collaboration with the trial team
Acts as primary local company contact for assigned sites for specific trials.
Attends/participates in investigator meetings as needed.
Responsible for executing activities within site initiation and start-up, site monitoring, site management and site/study close-out according to internal SOPs/WIs/IFUs and policies.
Ensures site staff is trained and the corresponding training records are complete and accurate at any time point during all trial phases.
Contributes to site level recruitment strategy and contingency planning and implementation in partnership with other functional areas to achieve clinical research target.
Ensures site study supplies (such as Non-IP, lab kits, etc.) are adequate for trial conduct.
Ensures that all AEs/SAEs/PQCs are reported within the required reporting timelines and documented as appropriate. For AEs/SAEs, ensures that they are consistent with all data collected and with the information in the source documents.
Maintains complete, accurate and timely data and essential documents in systems utilized for trial management (e.g. CTMS, eTMF/IF, Trial Master Source and Sharepoints).
Profile
A minimum of a BA/BS degree is required. A degree in a health or science related field is preferred.
Must have experience in Clinical Research or equivalent qualification
Minimum of 4 years experience monitoring on site
Specific therapeutic area experience may be required depending on the position.
Strong working knowledge of ICH-GCP, company standard operating procedures, local laws and regulations, assigned protocols and associated protocol specific procedures including monitoring guidelines.
Strong IT skills in appropriate software and company systems. Willingness to travel with occasional overnight stay away from home.
Proficient in speaking and writing in English.
Good written and oral communication skills.
We are working under COVID guidelines and will provide necessary equipment as needed.

#CRAjob"
17	2310353906	Pharmacy Technician / Pharm Tech Apprenticeship	Walgreens	Federal, Entre Ríos, Argentina	Hace 3 días	 No corresponde	 Jornada completa	 Atención médica	 Sanidad, bienestar y ejercicio Industria farmacéutica Venta al por menor	"Job Description

Our pharmacy technician positions have undergone an exciting transformation, moving from a transaction-based environment to a much more patient-centric one. As a Walgreens Pharmacy Technician or Pharmacy Technician Apprentice, you'll be front and center – interacting with our customers and developing strong patient relationships. Pharmacy is the core of our business, and our pharmacy technicians enjoy all the tools and support – including the latest technology – to grow their careers and reach their goals.

Walgreens is proud to invest & champion an “earn while you learn” Pharmacy Technician Training Program recognized by ASHP & Department of Labor. This apprenticeship program gives you an entry point to a career in health care by guiding you in taking steps towards becoming a Pharmacy Technician Certification Board (PTCB) Certified Pharmacy Technician and helping you maintain the high level of skill required in the pharmacy care industry. Arming you with a nationally recognized, portable credential that will help you advance your career.

Whether you are new to working in pharmacies or are an experienced Pharmacy Technician Apply Now! Walgreens will train you to use your skills and talents to serve and care for our patients and customers. The courses, learning activities, and resources provided to you in our pharmacy technician training program are designed to give you foundational and advanced knowledge, skills, and on-the-job experiences you need to prepare to become a certified pharmacy technician.
In accordance with state and federal regulations, assists the pharmacist, under direct supervision, in the practice of pharmacy. Assists the pharmacist in the performance of other Pharmacy Department duties in accordance with Company policies and procedures.
Responsible for using pharmacy systems to obtain patient and drug information and process prescriptions. If PTCB certified, assists with and coaches pharmacy technicians in the operation of pharmacy systems and cashiers in the operation of the pharmacy cash registers.
Models and delivers a distinctive and delightful customer experience.
Customer Experience
Engages customers and patients by greeting them and offering assistance with products and services. Resolves customer issues and answers questions to ensure a positive customer experience.
Models and shares customer service best practices with all team members to deliver a distinctive and delightful customer experience, including interpersonal habits (e.g., greeting, eye contact, courtesy, etc.) and Walgreens service traits (e.g., offering help proactively, identifying needs, servicing until satisfied, etc.).
Develops strong relationships with most valuable customers.
Operations
Under the supervision by the pharmacist, assist in the practice of pharmacy, in accordance with state, federal, and company policy. Reviews and complies with the Walgreen Co. Pharmacy Code of Conduct.
Performs duties as assigned by Pharmacy Manager, Staff Pharmacist and Store Manager including utilizing pharmacy systems to enter patient and drug information, ensuring information is entered correctly, filling prescriptions by retrieving, counting and pouring pharmaceutical drugs, verifying medicine is correct, and checking for possible interactions. Assists pharmacists in scheduling and maintaining work flow.
Reports, immediately, prescription errors to pharmacist on duty and adheres to Company policies and procedures in relation to pharmacy errors and the Quality Improvement Program.
Strictly adheres to the Walgreen Co. policy regarding Good Faith Dispensing during all applicable prescription dispensing activities.
Responsible and accountable for registering all related sales on assigned cash register, collects and handles cash as required. Takes customer to OTC aisle when possible to assist in locating products.
Handles telephone calls that do not require personal attention of the pharmacist, including those to physicians.
Processes (corrects and resubmits) manual claims for third party program prescription services in a timely and efficient manner, and performs other clerical duties, as assigned by the Pharmacy Manager.
Assists and supports Pharmacy Department on inventory management activities, such as, ordering, unpacking, checking and storing shipment of pharmaceuticals. Maintains knowledge of Company asset protection techniques, and files claims for warehouse overages (merchandise received, but not billed), shortages (merchandise billed, but not received), order errors or damaged goods involving Rx drugs.
May assist pharmacist in administering clinical services including the collection and proper labeling of blood/urine samples from patients and other clinical services as required; assists pharmacy staff in coordination of clinical services, Walgreens healthcare clinics and external providers.
Assists Pharmacy Manager and Staff Pharmacist in developing and maintaining good relationships with the local medical community, including physicians, nurses, and other health care providers, by medical provider detailing and outreach to health groups, retirement homes, nursing homes, and other forums for enhancing growth opportunities.
Assists with exterior and interior maintenance by ensuring the Pharmacy Department is stocked with adequate supplies, clean, neat and orderly in condition and appearance.
Complies with all company policies and procedures; maintains respectful relationships with coworkers.
Completes special assignments and other tasks as assigned.
Training & Personal Development
Earns and maintains PTCB certification through the designated PTCB training program and/or state required certification/registration. Otherwise, earns PTCB certification as condition of promotion to senior technician.
Attends training and completes PPLs requested by Manager and acquires continuing education credits. Maintains knowledge and skill in healthcare and pharmacy, including latest news and developments.


External Basic Qualifications
Must be fluent in reading, writing, and speaking English. (Except in Puerto Rico)
Requires willingness to work flexible schedule, including evening and weekend hours.


Preferred Qualifications
Prefer six months of experience in a retail environment.
Prefer to have prior work experience with Walgreens.
Prefer good math skills so they can fill prescriptions accurately, including counting, measuring and weighing medications.
Prefer good computer skills.
Prefer the knowledge of store inventory control.
Prefer PTCB certification.
An Equal Opportunity Employer, including disability/veterans.
Employment Type
Part-time
Job Function
Retail
Shift
Various
Store
06213-FEDERAL HEIGHTS CO
Common Location
10390 FEDERAL BLVD,FEDERAL HEIGHTS,CO,80260-06101-06213-S"
18	2150522087	Jefe de compras con experiencia en distribuidora de insumos médicos o Droguería	EMPRESA FARMACEUTICA	Zárate, Provincia de Buenos Aires, Argentina	Hace 59 minutos	 Algo de responsabilidad	 Jornada completa	 Compras Cadena de abastecimiento	 Industria farmacéutica	"Nos orientamos a un profesional con fuerte perfil negociador, sólida experiencia en compras de insumos médicos rubro hospitalario y marcada orientación a resultados.
  Quien se incorpore tendrá a su cargo:
·      Planificar, coordinar y ejecutar la política de compras de la Compañía
·      Gestión integral del área de compras no productivas
·      Generar y controlar indicadores de gestión y reportes
·      Participar en la definición de estrategias del área
·      Búsqueda, desarrollo y negociación de proveedores
 Requisitos:
·      Sólida experiencia en la posición y en el rubro
·      Alto grado de autonomía e iniciativa
·      Liderazgo
·      Habilidad para trabajar con equipos interdisciplinarios y orientados a resultados
·      Amplia capacidad de organización y planificación
·      Buen comunicador
·      Ejecutivo
·      Flexibilidad para el trabajo de campo
·      Actitud proactiva

Resulta excluyente haberse desempeñado en laboratorios farmacéuticos, distribuidores y/o droguerías que comercialicen medicamentos y/o insumos médicos rubro hospitalario. El conocimiento en el ámbito de la salud es condición esencial para participar de la búsqueda.
Completan el perfil buscado manejo avanzado de herramientas informáticas."
19	1996930867	Clinical Research Associate	Medpace	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 2 semanas	 Sin experiencia	 Jornada completa	 Investigación Análisis Tecnología de la información	 Biotecnología Atención sanitaria y hospitalaria Industria farmacéutica	"Overview

Medpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing approximately 3,500 people across almost 40 countries.

Job Summary

Our clinical activities are growing rapidly, and we are currently seeking a full-time Clinical Research Associate to join our Clinical Operations team. This position will work with a team to accomplish tasks and projects that are instrumental to the company’s success. If you want an exciting career where you use your previous expertise and can develop and grow your career even further, then this is the opportunity for you.

The Clinical Research Associate at Medpace is offered the unique opportunity to be involved at every stage of the drug development process by providing unrivaled support to our customers. If you want an exciting career where you use your medical or health background and education, travel extensively and are instrumental in the clinical trials process, this could be the opportunity for you. Our successful Clinical Research Associates possess varied backgrounds in the medical and related healthcare fields. Individuals who have succeeded in the CRA role include Registered Nurses, Dieticians, Pharmacy Technicians, Pharmaceutical Sales Representatives and Research Assistants. An extensive training program provides the platform to effectively and confidently carry out your duties.

Our successful Clinical Research Associates possess varied backgrounds in medical and other science-related healthcare fields. We know that well-trained CRAs play a crucial part in the success of a clinical trial, which is why we invest heavily in a comprehensive and rigorous internal training program for CRAs, referred to as PACE (Professionals Achieving CRA Excellence).

PACE – MEDPACE CRA TRAINING PROGRAM
PACE provides the platform to effectively and confidently carry out your duties, enhance your current abilities and ultimately help you become a high-functioning independent Medpace CRA.
PACE will prepare you by developing your CRA skills through interactive discussions and hands on job-related exercises and practicums.
To supplement your in-house and field-based training you may also participate in other clinical research departmental core rotations, learning other aspects of the drug/device development and approval process.

Responsibilities
Conduct qualification, initiation, monitoring, and closeout visits for research sites in compliance with the approved protocol;
Communication with the medical site staff including coordinators, clinical research physicians and their site staff;
Verifying adequate investigator qualifications, training and resources, including facilities, laboratories, equipment, and staff;
Medical record and research source documentation verification against case report form data, including informing the site staff of any entry errors, ensuring good documentation practices are being adhered to and communicating protocol deviations appropriately per SOPs, GCP and applicable regulatory requirements;
Verification that the investigator is enrolling only eligible subjects;
Regulatory document review;
Medical device and/or investigational product/drug accountability and inventory;
Verification and review of adverse events, serious adverse events, concomitant medications and corresponding illnesses to confirm accurate data reporting in accordance with the protocol;
Assessing the clinical research site’s patient recruitment and retention success and offering suggestions for improvement;
Completion of monitoring reports and follow-up letters, which includes providing summaries of the significant findings, deviations, deficiencies, and recommended actions to secure compliance.

Qualifications
Bachelor of Science in health-related field;
Basic knowledge of drug therapy techniques and clinical research methodologies;
Clinical research experience;
Willing to travel upon request;
Broad knowledge of the local language and excellent English;
Familiarity with Microsoft® Office; and
Strong communication and presentation skills a plus.

Why Medpace?

When you join Medpace, you become part of a team dedicated to supporting the development of ground-breaking drugs and devices. Our employees provide hope for those living with debilitating diseases. We invite you to be a part of something that is impacting millions of people around the globe while enjoying a competitive total compensation and benefits package and internal growth opportunities.

Awards
Medpace historically named a Top Cincinnati Workplace by the Cincinnati Enquirer
Medpace ranks amongst top CROs for site ratings across all 10 important attributes including CRA training, preparation & organization, accessibility of staff, open communication, and ensuring timely drug availability
Continually recognized with CRO Leadership Awards from Life Science Leader magazine based on expertise, quality, capabilities, reliability, and compatibility

What To Expect Next

A member of our recruitment team will review your qualifications and, if interested, you will be contacted for an interview.

EO/AA Employer M/F/Disability/Vets

WARNING: Please beware of phishing scams that offer opportunities with Medpace in exchange for sending money. These scammers pose as legitimate employees from actual companies. Please be advised that a Medpace employee will never ask you for a credit card, send you a check, or ask you for any type of payment as part of consideration for a role with our company. All of our careers require that you first complete an online application and go through some sort of interview process.

Options

Apply for this job online Apply

Share

Email this job to a friend Refer

Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.

Share on your newsfeed

Connect With Us!

Not ready to apply? Connect with us for general consideration."
20	2176255628	Start Up Specialist	PPD	Buenos Aires, Provincia de Buenos Aires, Argentina	Hace 5 días	 No corresponde	 Jornada completa	 Otro	 Biotecnología Industria farmacéutica Investigación	"Job Description

PPD is a leading global contract research organization.At PPD we are passionate, deliberate, and driven by our purpose - to improve health.

Site and Patient Access is a global department working to provide rapid site activation and patient access to our clients.Our innovative approach is designed to help save our clients time and money while driving industry-leading cycle times.Working in Site and Patient Access, you are a very important step in our commitment to industry leadership and the relentless pursuit of excellence.

As a Country Approval Specialist, you are responsible for pulling regulatory Country Submissions together in order to activate investigative sites.You have a strong attention to detail, taking ownership of the accuracy of these documents while holding yourself and others accountable.

Responsibilities
Prepares, reviews and coordinates, under guidance, local regulatory submissions (MoH, EC, additional special national local applications if applicable, e.g. gene therapy approvals, viral safety dossiers, import license) in alignment with global submission strategy
Provides, under guidance local regulatory strategy advice (MoH &/or EC) to internal clients
Provides project specific local SIA services and coordination of these projects
May have contact with investigators for submission related activities
Key-contact at country level for either Ethical or Regulatory submission-related activities
Coordinates, under guidance, with internal functional departments to ensure various site start-up activities are aligned with submissions activities and mutually agreed upon timelines; ensures alignment of submission process for sites and study are aligned to the critical path for site activation
Achieves PPD’s target cycle times for site
May work with the start-up CRA(s) to prepare the regulatory compliance review packages, as applicable
May develop country specific Patient Information Sheet/Informed Consent form documents
May assist with grant budgets(s) and payment schedules negotiations with sites
Supports the coordination of feasibility activities, as required, in accordance with agreed timelines
Entes and maintains trial status information relating to SIA activities onto PPD tracking databases in an accurate and timely manner
Ensures the local country study files and filing processes are prepared, set up and maintained as per PPD WPDs or applicable client SOPs
Maintains knowledge of and understand PPD SOPs, Client SOPs/directives, and current regulatory guidelines as applicable to services provided
Grow your career as a Senior Country Approval Specialist, a Feasibility Specialist, or a Site Contract Specialist - all supporting site activation.You could move into the country management career track, managing a country or groups of countries for site activation.Or, pursue other paths within our Global Clinical Development group. These are just a few career pathways available once you chose to Be with PPD.

At PPD we hire the best, develop ourselves and each other, and recognize the power of being one team. It's not just talk - our award winning training programs speak for themselves.

To learn how PPD can advance your career, apply now!

What To Expect Next

We look forward to receiving your application. A member of our talent acquisition team will review your qualifications and if interested, you will be contacted for an interview.

Job Qualification

Qualifications

Education and Experience:
Bachelor's degree or equivalent and relevant formal academic / vocational qualification
Previous experience that provides the knowledge, skills, and abilities to perform the job (comparable to 2+ years)


Knowledge, Skills, And Abilities
Effective oral and written communication skills
Excellent interpersonal skills
Strong attention to detail and quality of documentation
Good negotiation skills
Good computer skills and the ability to learn appropriate software
Good English language and grammar skills
Basic medical/therapeutic area and medical terminology knowledge
Ability to work in a team environment or independently, under direction, as required
Basic organizational and planning skills
Knowledge of all applicable regional / national country regulatory guidelines and EC regulations


Below Is Listed The Working Environment/requirements For This Role

PPD values the health and wellbeing of our employees. We support and encourage individuals to create a healthy and balanced environment where they can thrive.
Able to communicate, receive, and understand information and ideas with diverse groups of people in a comprehensible and reasonable manner
Able to work upright and stationary and/or standing for typical working hours
Able to lift and move objects up to 25 pounds
Able to work in non-traditional work environments
Able to use and learn standard office equipment and technology with proficiency
May have exposure to potentially hazardous elements typically found in healthcare of laboratory environments
Able to perform successfully under pressure while prioritizing and"
